,img_id,filename,attributes,category,partition
165,165,img/Sheer_Woven_Blouse/img_00000025.jpg,144,2,train
166,166,img/Sheer_Woven_Blouse/img_00000026.jpg,489,2,train
167,167,img/Sheer_Woven_Blouse/img_00000027.jpg,854,2,train
168,168,img/Sheer_Woven_Blouse/img_00000028.jpg,1016,2,train
169,169,img/Sheer_Woven_Blouse/img_00000029.jpg,610,2,train
170,170,img/Sheer_Woven_Blouse/img_00000030.jpg,856,2,train
171,171,img/Sheer_Woven_Blouse/img_00000031.jpg,283,2,train
172,172,img/Sheer_Woven_Blouse/img_00000032.jpg,1017,2,train
173,173,img/Sheer_Woven_Blouse/img_00000033.jpg,855,2,train
174,174,img/Sheer_Woven_Blouse/img_00000034.jpg,765,2,test
175,175,img/Sheer_Woven_Blouse/img_00000035.jpg,1016,2,train
176,176,img/Sheer_Woven_Blouse/img_00000036.jpg,751,2,validate
177,177,img/Sheer_Woven_Blouse/img_00000037.jpg,1016,2,train
178,178,img/Sheer_Woven_Blouse/img_00000038.jpg,1016,2,test
179,179,img/Sheer_Woven_Blouse/img_00000039.jpg,1018,2,train
180,180,img/Sheer_Woven_Blouse/img_00000040.jpg,852,2,validate
181,181,img/Sheer_Woven_Blouse/img_00000041.jpg,737,2,train
182,182,img/Sheer_Woven_Blouse/img_00000043.jpg,762,2,train
183,183,img/Sheer_Woven_Blouse/img_00000044.jpg,413,2,train
184,184,img/Sheer_Woven_Blouse/img_00000045.jpg,680,2,test
185,185,img/Sheer_Woven_Blouse/img_00000046.jpg,102,2,train
186,186,img/Sheer_Woven_Blouse/img_00000047.jpg,852,2,train
187,187,img/Sheer_Woven_Blouse/img_00000048.jpg,793,2,validate
188,188,img/Sheer_Woven_Blouse/img_00000049.jpg,1017,2,train
189,189,img/Sheer_Woven_Blouse/img_00000050.jpg,730,2,validate
190,190,img/Sheer_Woven_Blouse/img_00000051.jpg,612,2,test
191,191,img/Sheer_Woven_Blouse/img_00000052.jpg,850,2,train
192,192,img/Sheer_Woven_Blouse/img_00000053.jpg,762,2,train
193,193,img/Sheer_Woven_Blouse/img_00000054.jpg,852,2,train
194,194,img/Sheer_Woven_Blouse/img_00000055.jpg,851,2,train
195,195,img/Sheer_Woven_Blouse/img_00000056.jpg,663,2,train
196,196,img/Sheer_Woven_Blouse/img_00000057.jpg,489,2,train
197,197,img/Sheer_Woven_Blouse/img_00000058.jpg,1017,2,train
198,198,img/Sheer_Woven_Blouse/img_00000059.jpg,872,2,train
199,199,img/Sheer_Woven_Blouse/img_00000060.jpg,1016,2,validate
200,200,img/Sheer_Woven_Blouse/img_00000061.jpg,50,2,train
201,201,img/Sheer_Woven_Blouse/img_00000062.jpg,923,2,validate
202,202,img/Sheer_Woven_Blouse/img_00000063.jpg,849,2,validate
203,203,img/Sheer_Woven_Blouse/img_00000064.jpg,844,2,train
204,204,img/Sheer_Woven_Blouse/img_00000065.jpg,852,2,train
205,205,img/Sheer_Woven_Blouse/img_00000066.jpg,1016,2,train
206,206,img/Sheer_Woven_Blouse/img_00000067.jpg,876,2,train
207,207,img/Sheer_Woven_Blouse/img_00000068.jpg,269,2,train
208,208,img/Sheer_Woven_Blouse/img_00000069.jpg,342,2,train
209,209,img/Sheer_Woven_Blouse/img_00000070.jpg,818,2,test
210,210,img/Sheer_Woven_Blouse/img_00000071.jpg,223,2,train
211,211,img/Sheer_Woven_Blouse/img_00000072.jpg,854,2,validate
212,212,img/Sheer_Woven_Blouse/img_00000073.jpg,854,2,train
213,213,img/Sheer_Woven_Blouse/img_00000074.jpg,850,2,train
214,214,img/Sheer_Woven_Blouse/img_00000075.jpg,851,2,train
215,215,img/Sheer_Woven_Blouse/img_00000076.jpg,144,2,validate
216,216,img/Sheer_Woven_Blouse/img_00000077.jpg,228,2,train
217,217,img/Sheer_Woven_Blouse/img_00000078.jpg,853,2,train
218,218,img/Sheer_Woven_Blouse/img_00000079.jpg,1018,2,validate
219,219,img/Sheer_Woven_Blouse/img_00000080.jpg,1015,2,train
220,220,img/Sheer_Woven_Blouse/img_00000081.jpg,1016,2,train
221,221,img/Sheer_Woven_Blouse/img_00000082.jpg,895,2,test
222,222,img/Sheer_Woven_Blouse/img_00000083.jpg,60,2,train
223,223,img/Sheer_Woven_Blouse/img_00000084.jpg,917,2,train
224,224,img/Sheer_Woven_Blouse/img_00000085.jpg,1016,2,train
225,225,img/Sheer_Woven_Blouse/img_00000086.jpg,870,2,test
226,226,img/Sheer_Woven_Blouse/img_00000087.jpg,844,2,train
227,227,img/Sheer_Woven_Blouse/img_00000088.jpg,860,2,train
228,228,img/Sheer_Woven_Blouse/img_00000089.jpg,841,2,train
229,229,img/Sheer_Woven_Blouse/img_00000090.jpg,1017,2,train
230,230,img/Sheer_Woven_Blouse/img_00000091.jpg,656,2,train
231,231,img/Sheer_Woven_Blouse/img_00000092.jpg,989,2,train
232,232,img/Sheer_Woven_Blouse/img_00000093.jpg,851,2,train
233,233,img/Sheer_Woven_Blouse/img_00000094.jpg,732,2,train
234,234,img/Sheer_Woven_Blouse/img_00000095.jpg,493,2,train
235,235,img/Sheer_Woven_Blouse/img_00000096.jpg,852,2,train
236,236,img/Sheer_Woven_Blouse/img_00000097.jpg,320,2,train
237,237,img/Sheer_Woven_Blouse/img_00000099.jpg,1018,2,train
238,238,img/Sheer_Woven_Blouse/img_00000100.jpg,852,2,train
239,239,img/Sheer_Woven_Blouse/img_00000101.jpg,271,2,validate
240,240,img/Sheer_Woven_Blouse/img_00000102.jpg,851,2,train
241,241,img/Sheer_Woven_Blouse/img_00000103.jpg,853,2,train
242,242,img/Sheer_Woven_Blouse/img_00000104.jpg,1017,2,validate
243,243,img/Sheer_Woven_Blouse/img_00000105.jpg,850,2,validate
244,244,img/Sheer_Woven_Blouse/img_00000106.jpg,844,2,train
245,245,img/Sheer_Woven_Blouse/img_00000107.jpg,1017,2,test
246,246,img/Sheer_Woven_Blouse/img_00000108.jpg,600,2,train
247,247,img/Sheer_Woven_Blouse/img_00000109.jpg,852,2,train
248,248,img/Sheer_Woven_Blouse/img_00000110.jpg,850,2,test
249,249,img/Sheer_Woven_Blouse/img_00000111.jpg,856,2,validate
250,250,img/Sheer_Woven_Blouse/img_00000112.jpg,850,2,validate
251,251,img/Sheer_Woven_Blouse/img_00000113.jpg,342,2,train
252,252,img/Sheer_Woven_Blouse/img_00000114.jpg,144,2,train
253,253,img/Sheer_Woven_Blouse/img_00000115.jpg,872,2,train
254,254,img/Sheer_Woven_Blouse/img_00000116.jpg,856,2,train
255,255,img/Sheer_Woven_Blouse/img_00000117.jpg,850,2,train
256,256,img/Sheer_Woven_Blouse/img_00000118.jpg,850,2,train
257,257,img/Sheer_Woven_Blouse/img_00000119.jpg,906,2,train
258,258,img/Sheer_Woven_Blouse/img_00000120.jpg,269,2,train
259,259,img/Sheer_Woven_Blouse/img_00000121.jpg,344,2,train
260,260,img/Sheer_Woven_Blouse/img_00000122.jpg,842,2,validate
261,261,img/Sheer_Woven_Blouse/img_00000123.jpg,850,2,train
262,262,img/Sheer_Woven_Blouse/img_00000124.jpg,1019,2,train
263,263,img/Sheer_Woven_Blouse/img_00000125.jpg,869,2,train
264,264,img/Sheer_Woven_Blouse/img_00000126.jpg,358,2,train
265,265,img/Sheer_Woven_Blouse/img_00000127.jpg,392,2,train
266,266,img/Sheer_Woven_Blouse/img_00000128.jpg,852,2,train
267,267,img/Sheer_Woven_Blouse/img_00000129.jpg,853,2,train
268,268,img/Sheer_Woven_Blouse/img_00000131.jpg,601,2,train
269,269,img/Sheer_Woven_Blouse/img_00000132.jpg,829,2,train
270,270,img/Sheer_Woven_Blouse/img_00000133.jpg,851,2,test
271,271,img/Sheer_Woven_Blouse/img_00000134.jpg,1018,2,train
272,272,img/Sheer_Woven_Blouse/img_00000135.jpg,850,2,train
273,273,img/Sheer_Woven_Blouse/img_00000136.jpg,81,2,validate
274,274,img/Sheer_Woven_Blouse/img_00000137.jpg,887,2,train
275,275,img/Sheer_Woven_Blouse/img_00000138.jpg,872,2,validate
276,276,img/Shirred_Floral-Embroidered_Blouse/img_00000001.jpg,839,2,train
277,277,img/Shirred_Floral-Embroidered_Blouse/img_00000002.jpg,450,2,train
278,278,img/Shirred_Floral-Embroidered_Blouse/img_00000003.jpg,531,2,train
279,279,img/Shirred_Floral-Embroidered_Blouse/img_00000004.jpg,842,2,train
280,280,img/Shirred_Floral-Embroidered_Blouse/img_00000005.jpg,336,2,train
281,281,img/Shirred_Floral-Embroidered_Blouse/img_00000006.jpg,714,2,train
282,282,img/Shirred_Floral-Embroidered_Blouse/img_00000007.jpg,328,2,train
283,283,img/Shirred_Floral-Embroidered_Blouse/img_00000008.jpg,327,2,train
284,284,img/Shirred_Floral-Embroidered_Blouse/img_00000009.jpg,954,2,validate
285,285,img/Shirred_Floral-Embroidered_Blouse/img_00000010.jpg,839,2,train
286,286,img/Shirred_Floral-Embroidered_Blouse/img_00000011.jpg,714,2,train
287,287,img/Shirred_Floral-Embroidered_Blouse/img_00000012.jpg,655,2,validate
288,288,img/Shirred_Floral-Embroidered_Blouse/img_00000013.jpg,214,2,train
289,289,img/Shirred_Floral-Embroidered_Blouse/img_00000014.jpg,856,2,train
290,290,img/Shirred_Floral-Embroidered_Blouse/img_00000015.jpg,67,2,train
291,291,img/Shirred_Floral-Embroidered_Blouse/img_00000016.jpg,328,2,train
292,292,img/Shirred_Floral-Embroidered_Blouse/img_00000017.jpg,382,2,train
293,293,img/Shirred_Floral-Embroidered_Blouse/img_00000018.jpg,749,2,train
294,294,img/Shirred_Floral-Embroidered_Blouse/img_00000019.jpg,839,2,train
295,295,img/Shirred_Floral-Embroidered_Blouse/img_00000020.jpg,327,2,train
296,296,img/Shirred_Floral-Embroidered_Blouse/img_00000021.jpg,405,2,train
297,297,img/Shirred_Floral-Embroidered_Blouse/img_00000022.jpg,496,2,train
298,298,img/Shirred_Floral-Embroidered_Blouse/img_00000023.jpg,335,2,train
299,299,img/Shirred_Floral-Embroidered_Blouse/img_00000024.jpg,331,2,train
300,300,img/Shirred_Floral-Embroidered_Blouse/img_00000025.jpg,244,2,train
301,301,img/Shirred_Floral-Embroidered_Blouse/img_00000026.jpg,530,2,train
302,302,img/Shirred_Floral-Embroidered_Blouse/img_00000027.jpg,398,2,train
303,303,img/Shirred_Floral-Embroidered_Blouse/img_00000028.jpg,585,2,validate
304,304,img/Shirred_Floral-Embroidered_Blouse/img_00000029.jpg,903,2,train
305,305,img/Shirred_Floral-Embroidered_Blouse/img_00000030.jpg,843,2,train
306,306,img/Shirred_Floral-Embroidered_Blouse/img_00000031.jpg,383,2,train
307,307,img/Shirred_Floral-Embroidered_Blouse/img_00000032.jpg,839,2,train
308,308,img/Shirred_Floral-Embroidered_Blouse/img_00000033.jpg,338,2,train
309,309,img/Shirred_Floral-Embroidered_Blouse/img_00000034.jpg,788,2,train
310,310,img/Shirred_Floral-Embroidered_Blouse/img_00000035.jpg,856,2,test
311,311,img/Shirred_Floral-Embroidered_Blouse/img_00000036.jpg,328,2,train
312,312,img/Shirred_Floral-Embroidered_Blouse/img_00000037.jpg,213,2,train
313,313,img/Shirred_Floral-Embroidered_Blouse/img_00000038.jpg,328,2,validate
314,314,img/Shirred_Floral-Embroidered_Blouse/img_00000039.jpg,383,2,train
315,315,img/Shirred_Floral-Embroidered_Blouse/img_00000040.jpg,426,2,train
316,316,img/Shirred_Floral-Embroidered_Blouse/img_00000041.jpg,75,2,validate
317,317,img/Shirred_Floral-Embroidered_Blouse/img_00000042.jpg,168,2,validate
318,318,img/Shirred_Floral-Embroidered_Blouse/img_00000043.jpg,560,2,train
319,319,img/Shirred_Floral-Embroidered_Blouse/img_00000044.jpg,339,2,validate
320,320,img/Shirred_Floral-Embroidered_Blouse/img_00000045.jpg,383,2,train
321,321,img/Shirred_Floral-Embroidered_Blouse/img_00000046.jpg,637,2,train
322,322,img/Shirred_Floral-Embroidered_Blouse/img_00000047.jpg,775,2,train
323,323,img/Shirred_Floral-Embroidered_Blouse/img_00000048.jpg,739,2,train
324,324,img/Shirred_Floral-Embroidered_Blouse/img_00000049.jpg,840,2,train
325,325,img/Shirred_Floral-Embroidered_Blouse/img_00000050.jpg,384,2,train
326,326,img/Shirred_Floral-Embroidered_Blouse/img_00000051.jpg,838,2,train
327,327,img/Shirred_Floral-Embroidered_Blouse/img_00000052.jpg,75,2,train
328,328,img/Shirred_Floral-Embroidered_Blouse/img_00000053.jpg,1018,2,validate
329,329,img/Shirred_Floral-Embroidered_Blouse/img_00000054.jpg,532,2,train
330,330,img/Shirred_Floral-Embroidered_Blouse/img_00000055.jpg,338,2,train
331,331,img/Shirred_Floral-Embroidered_Blouse/img_00000056.jpg,911,2,train
332,332,img/Shirred_Floral-Embroidered_Blouse/img_00000057.jpg,842,2,train
333,333,img/Shirred_Floral-Embroidered_Blouse/img_00000058.jpg,963,2,train
334,334,img/Shirred_Floral-Embroidered_Blouse/img_00000059.jpg,158,2,test
335,335,img/Shirred_Floral-Embroidered_Blouse/img_00000060.jpg,638,2,validate
336,336,img/Shirred_Floral-Embroidered_Blouse/img_00000061.jpg,336,2,train
337,337,img/Shirred_Floral-Embroidered_Blouse/img_00000062.jpg,384,2,test
338,338,img/Shirred_Floral-Embroidered_Blouse/img_00000063.jpg,327,2,train
339,339,img/Shirred_Floral-Embroidered_Blouse/img_00000064.jpg,328,2,train
340,340,img/Shirred_Floral-Embroidered_Blouse/img_00000065.jpg,387,2,validate
341,341,img/Shirred_Floral-Embroidered_Blouse/img_00000066.jpg,668,2,train
342,342,img/Shirred_Floral-Embroidered_Blouse/img_00000067.jpg,993,2,train
343,343,img/Shirred_Floral-Embroidered_Blouse/img_00000068.jpg,843,2,validate
344,344,img/Shirred_Floral-Embroidered_Blouse/img_00000069.jpg,626,2,train
345,345,img/Shirred_Floral-Embroidered_Blouse/img_00000070.jpg,330,2,train
346,346,img/Shirred_Floral-Embroidered_Blouse/img_00000071.jpg,539,2,test
347,347,img/Shirred_Floral-Embroidered_Blouse/img_00000072.jpg,384,2,train
348,348,img/Shirred_Floral-Embroidered_Blouse/img_00000073.jpg,1002,2,train
349,349,img/Shirred_Floral-Embroidered_Blouse/img_00000074.jpg,899,2,train
350,350,img/Shirred_Floral-Embroidered_Blouse/img_00000075.jpg,110,2,test
351,351,img/Shirred_Floral-Embroidered_Blouse/img_00000076.jpg,213,2,train
352,352,img/Shirred_Floral-Embroidered_Blouse/img_00000077.jpg,1016,2,train
353,353,img/Shirred_Floral-Embroidered_Blouse/img_00000078.jpg,768,2,test
354,354,img/Shirred_Floral-Embroidered_Blouse/img_00000079.jpg,854,2,train
355,355,img/Shirred_Floral-Embroidered_Blouse/img_00000080.jpg,904,2,train
